Number,Character
345,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, "
358,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, "
364,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
365,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
367,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, "
368,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, "
371,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, "
373,"SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, "
373,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, "
375,"SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, "
375,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, "
376,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_BASE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, "
