Number,Character
718,"TEMPLE 1, SUPPLY 1, U_BASE 2, U_BASE 1, SUPPLY 1, SUPPLY 2, U_BASE 2, U_BASE 2, SUPPLY 2, U_SPLY 1, "
517,"SUPPLY 1, SUPPLY 1, U_BASE 1, TEMPLE 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 3, SUPPLY 3, "
680,"U_BASE 2, SUPPLY 1, TEMPLE 1, SUPPLY 2, U_BASE 2, SUPPLY 1, U_BASE 2, U_BASE 3, U_SPLY 1, SUPPLY 1, U_SPLY 2, SUPPLY 1, U_BASE 3, SUPPLY 3, U_BASE 3, SUPPLY 2, SUPPLY 3, SUPPLY 3, SUPPLY 2, SUPPLY 3, U_SPLY 1, U_BASE 1, U_SPLY 1, U_SPLY 1, SUPPLY 3, "
644,"U_BASE 2, SUPPLY 2, U_BASE 3, SUPPLY 1, U_BASE 1, U_BASE 2, SUPPLY 3, TEMPLE 1, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, "
528,"SUPPLY 1, U_BASE 2, SUPPLY 2, U_BASE 3, SUPPLY 1, SUPPLY 2, TEMPLE 1, U_SPLY 1, U_BASE 3, U_SPLY 1, U_BASE 2, U_SPLY 2, U_SPLY 2, SUPPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, U_BASE 1, U_SPLY 1, "
462,"U_BASE 3, SUPPLY 3, SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 3, SUPPLY 1, SUPPLY 3, U_BASE 3, U_SPLY 1, U_SPLY 3, U_SPLY 1, U_SPLY 1, U_BASE 3, SUPPLY 3, U_BASE 2, "
587,"U_BASE 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 2, SUPPLY 2, SUPPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 1, SUPPLY 1, "
604,"U_BASE 3, SUPPLY 1, SUPPLY 3, U_BASE 2, U_BASE 1, TEMPLE 3, SUPPLY 2, U_BASE 2, U_BASE 3, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_BASE 3, SUPPLY 2, SUPPLY 1, SUPPLY 2, U_SPLY 3, SUPPLY 3, SUPPLY 2, "
479,"SUPPLY 1, TEMPLE 1, SUPPLY 1, U_BASE 3, U_SPLY 1, U_BASE 3, SUPPLY 3, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, U_SPLY 3, "
554,"TEMPLE 1, SUPPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 2, SUPPLY 2, U_SPLY 1, U_BASE 2, SUPPLY 2, "
753,"U_BASE 2, SUPPLY 1, U_BASE 2, U_BASE 3, SUPPLY 3, U_BASE 3, U_BASE 2, TEMPLE 3, SUPPLY 3, SUPPLY 3, U_SPLY 1, "
580,"U_BASE 1, SUPPLY 1, U_BASE 3, SUPPLY 3, TEMPLE 3, U_SPLY 3, U_SPLY 1, SUPPLY 1, "
410,"SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, U_BASE 2, SUPPLY 2, TEMPLE 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_BASE 2, U_BASE 1, "
694,"U_BASE 2, SUPPLY 1, U_BASE 3, TEMPLE 2, SUPPLY 3, U_BASE 1, SUPPLY 3, SUPPLY 1, "
566,"TEMPLE 1, SUPPLY 1, SUPPLY 1, U_BASE 3, U_BASE 1, SUPPLY 1, SUPPLY 3, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 3, SUPPLY 2, SUPPLY 3, U_SPLY 1, SUPPLY 1, U_BASE 2, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 2, U_BASE 3, U_BASE 2, U_BASE 3, "
596,"SUPPLY 1, TEMPLE 1, U_BASE 2, SUPPLY 2, SUPPLY 2, U_BASE 3, U_SPLY 1, U_SPLY 2, U_BASE 2, U_BASE 1, SUPPLY 1, "
639,"TEMPLE 1, SUPPLY 1, U_BASE 3, SUPPLY 3, U_BASE 2, SUPPLY 2, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 3, U_BASE 2, SUPPLY 3, SUPPLY 1, U_BASE 3, U_BASE 2, SUPPLY 1, SUPPLY 3, U_SPLY 1, "
462,"U_BASE 3, SUPPLY 3, SUPPLY 1, SUPPLY 3, U_BASE 3, U_BASE 3, SUPPLY 1, SUPPLY 3, U_BASE 2, SUPPLY 1, TEMPLE 2, SUPPLY 3, U_BASE 1, SUPPLY 1, SUPPLY 2, SUPPLY 3, "
386,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 3, SUPPLY 3, U_SPLY 1, SUPPLY 3, SUPPLY 3, U_SPLY 1, "
574,"SUPPLY 1, U_BASE 3, SUPPLY 1, TEMPLE 1, U_BASE 2, U_BASE 3, SUPPLY 3, "
