Number,Character
358,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, "
364,"SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_BASE 1, U_SPLY 1, "
366,"SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 1, TEMPLE 2, U_SPLY 1, U_SPLY 2, "
366,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, "
366,"SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, "
367,"U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 1, "
371,"SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 1, "
371,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, TEMPLE 2, U_SPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_BASE 2, SUPPLY 2, "
373,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, TEMPLE 2, SUPPLY 2, SUPPLY 2, "
379,"SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, "
379,"SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, "
379,"SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, TEMPLE 2, U_SPLY 2, SUPPLY 1, SUPPLY 1, U_BASE 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 2, "
382,"SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, "
388,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, "
388,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, "
388,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, "
388,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, "
388,"TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, "
